Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,185.08999633789062,185.55999755859375,180.88999938964844,180.88999938964844,180.88999938964844,12714800
2019-04-02,181.4600067138672,183.56300354003906,180.9499969482422,181.74000549316406,181.74000549316406,8021500
2019-04-03,179.50999450683594,180.6999969482422,176.75999450683594,178.32000732421875,178.32000732421875,26811600
2019-04-04,177.0399932861328,181.9600067138672,176.88999938964844,181.07000732421875,181.07000732421875,16993200
2019-04-05,182.50999450683594,185.5,182.0,185.35000610351562,185.35000610351562,18705000
2019-04-08,184.19000244140625,187.82000732421875,184.00999450683594,186.5,186.5,14725600
2019-04-09,186.49000549316406,187.88999938964844,186.16000366210938,187.19000244140625,187.19000244140625,11578200
2019-04-10,186.69000244140625,187.39999389648438,184.0,186.19000244140625,186.19000244140625,10655000
2019-04-11,185.14999389648438,186.05999755859375,183.75,184.97999572753906,184.97999572753906,8900300
2019-04-12,187.7100067138672,189.7899932861328,187.13999938964844,188.91000366210938,188.91000366210938,12600000
2019-04-15,188.05999755859375,188.1699981689453,182.55999755859375,183.07000732421875,183.07000732421875,14616600
2019-04-16,185.5500030517578,185.7899932861328,183.39999389648438,185.77999877929688,185.77999877929688,12195900
2019-04-17,187.33999633789062,188.1999969482422,185.77999877929688,187.5500030517578,187.5500030517578,11614200
2019-04-18,186.41000366210938,187.27999877929688,185.38999938964844,186.94000244140625,186.94000244140625,7882500
2019-04-22,184.5,186.47000122070312,183.61000061035156,185.3800048828125,185.3800048828125,8677800
2019-04-23,186.0,188.14999389648438,185.44000244140625,187.2899932861328,187.2899932861328,11410600
2019-04-24,186.75999450683594,186.89999389648438,184.5800018310547,185.6699981689453,185.6699981689453,9085300
2019-04-25,185.24000549316406,188.1300048828125,183.9550018310547,187.8800048828125,187.8800048828125,10328900
2019-04-26,187.8800048828125,188.74000549316406,185.50999450683594,187.08999633789062,187.08999633789062,9421100
2019-04-29,187.4199981689453,188.0,185.75999450683594,186.94000244140625,186.94000244140625,8660600
2019-04-30,186.3000030517578,188.25,183.82000732421875,185.57000732421875,185.57000732421875,15076500
2019-05-01,186.75,193.19500732421875,185.8800048828125,189.30999755859375,189.30999755859375,17397500
2019-05-02,189.4199981689453,192.6999969482422,186.64999389648438,190.38999938964844,190.38999938964844,11468100
2019-05-03,191.8800048828125,195.72000122070312,191.8800048828125,195.2100067138672,195.2100067138672,14521100
2019-05-06,185.1699981689453,189.0,184.8300018310547,188.24000549316406,188.24000549316406,23941200
2019-05-07,186.0500030517578,186.4499969482422,179.6300048828125,181.42999267578125,181.42999267578125,22663200
2019-05-08,180.9499969482422,183.1999969482422,178.5800018310547,179.58999633789062,179.58999633789062,16611100
2019-05-09,175.42999267578125,180.69500732421875,173.07000732421875,179.0399932861328,179.0399932861328,22727800
2019-05-10,180.17999267578125,180.7899932861328,174.10000610351562,178.0,178.0,18987000
2019-05-13,169.7899932861328,172.47000122070312,168.77999877929688,170.00999450683594,170.00999450683594,22330700
2019-05-14,172.75,175.14999389648438,171.47999572753906,174.83999633789062,174.83999633789062,17874100
2019-05-15,177.05999755859375,180.24000549316406,173.3209991455078,177.60000610351562,177.60000610351562,37610400
2019-05-16,178.17999267578125,178.25,174.75,175.57000732421875,175.57000732421875,20579200
2019-05-17,171.69000244140625,172.2899932861328,168.49000549316406,169.57000732421875,169.57000732421875,22539400
2019-05-20,164.44000244140625,164.57000732421875,160.02000427246094,160.64999389648438,160.64999389648438,33413800
2019-05-21,163.16000366210938,165.58999633789062,162.52000427246094,163.42999267578125,163.42999267578125,22006100
2019-05-22,162.41000366210938,162.82000732421875,158.07000732421875,158.8300018310547,158.8300018310547,25831200
2019-05-23,155.4499969482422,158.47999572753906,154.41000366210938,156.0,156.0,26891900
2019-05-24,157.61500549316406,158.42999267578125,154.89999389648438,155.0,155.0,21489700
2019-05-28,156.39999389648438,157.07000732421875,153.22000122070312,154.80999755859375,154.80999755859375,38603000
2019-05-29,153.5800018310547,154.38499450683594,150.7100067138672,152.47999572753906,152.47999572753906,30073100
2019-05-30,152.36000061035156,153.3699951171875,150.25,151.07000732421875,151.07000732421875,17344700
2019-05-31,149.6300048828125,150.67999267578125,147.9499969482422,149.25999450683594,149.25999450683594,26881200
2019-06-03,149.60000610351562,151.77000427246094,148.84500122070312,149.91000366210938,149.91000366210938,25254400
2019-06-04,151.55999755859375,155.1999969482422,150.63999938964844,154.14999389648438,154.14999389648438,27417200
2019-06-05,155.1699981689453,156.11000061035156,149.30999755859375,151.64999389648438,151.64999389648438,23208600
2019-06-06,152.0,152.6999969482422,150.57000732421875,151.5,151.5,15763000
2019-06-07,152.9499969482422,155.69000244140625,152.21400451660156,154.22999572753906,154.22999572753906,17817800
2019-06-10,158.77999877929688,161.97999572753906,157.39999389648438,159.85000610351562,159.85000610351562,36473300
2019-06-11,164.1999969482422,165.67999267578125,161.9250030517578,162.64999389648438,162.64999389648438,23408400
2019-06-12,160.47000122070312,161.6999969482422,158.80999755859375,160.0399932861328,160.0399932861328,16329300
2019-06-13,160.5500030517578,161.32000732421875,159.8000030517578,160.3300018310547,160.3300018310547,17571400
2019-06-14,158.3699951171875,158.7100067138672,157.22999572753906,158.10000610351562,158.10000610351562,14981600
2019-06-17,157.52999877929688,160.5500030517578,157.4199981689453,159.91000366210938,159.91000366210938,16079800
2019-06-18,162.88999938964844,169.11000061035156,161.9499969482422,165.50999450683594,165.50999450683594,35754800
2019-06-19,167.77000427246094,167.89999389648438,163.4199981689453,165.4600067138672,165.4600067138672,20798100
2019-06-20,170.19000244140625,170.47999572753906,166.27499389648438,168.25,168.25,24004700
2019-06-21,167.47999572753906,169.4709930419922,166.77000427246094,167.5500030517578,167.5500030517578,17415800
2019-06-24,168.39999389648438,168.8800048828125,165.77999877929688,168.10000610351562,168.10000610351562,18422600
2019-06-25,167.0399932861328,167.33999633789062,164.6199951171875,165.8000030517578,165.8000030517578,20439200
2019-06-26,168.27999877929688,171.24000549316406,168.14999389648438,168.99000549316406,168.99000549316406,22416400
2019-06-27,170.6199951171875,171.97999572753906,169.3800048828125,170.89999389648438,170.89999389648438,18349400
2019-06-28,170.1999969482422,170.88999938964844,167.9600067138672,169.4499969482422,169.4499969482422,19974300
2019-07-01,175.86500549316406,177.9499969482422,174.36000061035156,175.0500030517578,175.0500030517578,25846800
2019-07-02,175.1300048828125,175.5500030517578,174.25,175.4499969482422,175.4499969482422,14155200
2019-07-03,175.69000244140625,175.85000610351562,173.85000610351562,174.6699981689453,174.6699981689453,8532600
2019-07-05,173.75,173.82000732421875,172.82000732421875,173.3000030517578,173.3000030517578,12618600
2019-07-08,170.08999633789062,170.27999877929688,168.35000610351562,168.4499969482422,168.4499969482422,16531000
2019-07-09,167.0850067138672,168.97999572753906,166.5,168.8000030517578,168.8000030517578,15782800
2019-07-10,171.24000549316406,171.3699951171875,166.86000061035156,166.92999267578125,166.92999267578125,16675600
2019-07-11,167.55999755859375,168.4239959716797,165.0,166.5500030517578,166.5500030517578,14796400
2019-07-12,168.0,170.1999969482422,167.64999389648438,169.07000732421875,169.07000732421875,18103600
2019-07-15,171.5,173.75,170.4199981689453,173.5,173.5,22199000
2019-07-16,174.1999969482422,175.52000427246094,173.4600067138672,174.19000244140625,174.19000244140625,19039700
2019-07-17,172.75,176.22000122070312,172.49000549316406,174.82000732421875,174.82000732421875,15031600
2019-07-18,173.41000366210938,174.39999389648438,172.05999755859375,172.8000030517578,172.8000030517578,15603800
2019-07-19,174.8699951171875,175.14999389648438,172.99000549316406,172.99000549316406,172.99000549316406,13647200
2019-07-22,173.5,174.27999877929688,171.43699645996094,174.0,174.0,18490900
2019-07-23,175.38999938964844,178.63999938964844,174.84500122070312,178.08999633789062,178.08999633789062,20881500
2019-07-24,178.0,178.9600067138672,176.93800354003906,178.6699981689453,178.6699981689453,14933100
2019-07-25,178.49000549316406,179.14999389648438,175.36900329589844,177.2899932861328,177.2899932861328,14049000
2019-07-26,178.25,179.39999389648438,176.8800048828125,178.74000549316406,178.74000549316406,15281000
2019-07-29,178.42999267578125,179.8800048828125,175.35000610351562,177.02000427246094,177.02000427246094,15130300
2019-07-30,174.25,175.7100067138672,172.88999938964844,174.10000610351562,174.10000610351562,14300600
2019-07-31,173.7100067138672,174.88999938964844,170.08999633789062,173.11000061035156,173.11000061035156,14628900
2019-08-01,174.5399932861328,175.71499633789062,162.10000610351562,165.64999389648438,165.64999389648438,32728200
2019-08-02,162.55999755859375,163.85000610351562,160.35000610351562,161.0,161.0,27104700
2019-08-05,155.02999877929688,157.22999572753906,151.85000610351562,153.6699981689453,153.6699981689453,28912600
2019-08-06,158.47999572753906,158.72999572753906,156.11000061035156,157.42999267578125,157.42999267578125,24996300
2019-08-07,155.72999572753906,159.47999572753906,155.3000030517578,159.1699981689453,159.1699981689453,17917400
2019-08-08,161.7100067138672,162.3000030517578,159.1199951171875,162.22000122070312,162.22000122070312,19267700
2019-08-09,160.97999572753906,161.99000549316406,159.11000061035156,159.1199951171875,159.1199951171875,11894300
2019-08-12,157.5,159.36000061035156,155.5399932861328,159.30999755859375,159.30999755859375,13566900
2019-08-13,160.63999938964844,167.36000061035156,159.57000732421875,164.02999877929688,164.02999877929688,22842900
2019-08-14,161.33999633789062,163.0,159.2100067138672,162.05999755859375,162.05999755859375,20803700
2019-08-15,170.11000061035156,171.0,164.36000061035156,166.97000122070312,166.97000122070312,36343500
2019-08-16,170.0,177.5500030517578,168.57000732421875,174.60000610351562,174.60000610351562,25952500
2019-08-19,177.42999267578125,178.8000030517578,175.58999633789062,178.27999877929688,178.27999877929688,16012800
2019-08-20,175.91000366210938,177.99000549316406,175.6199951171875,177.2100067138672,177.2100067138672,10338100
2019-08-21,177.22000122070312,178.5,174.88999938964844,175.24000549316406,175.24000549316406,10615700
2019-08-22,174.10000610351562,174.97999572753906,170.5,171.91000366210938,171.91000366210938,11568900
2019-08-23,169.69000244140625,171.49000549316406,163.83099365234375,164.5399932861328,164.5399932861328,20871500
2019-08-26,166.49000549316406,167.4499969482422,165.52999877929688,165.89999389648438,165.89999389648438,8640500
2019-08-27,167.1999969482422,168.19000244140625,165.19000244140625,166.1999969482422,166.1999969482422,12777600
2019-08-28,164.63999938964844,168.0,164.1999969482422,167.47999572753906,167.47999572753906,9507400
2019-08-29,171.0,173.9600067138672,170.9499969482422,172.80999755859375,172.80999755859375,11565400
2019-08-30,174.35000610351562,175.25,172.66000366210938,175.02999877929688,175.02999877929688,10293400
2019-09-03,173.0,174.72000122070312,172.14999389648438,172.41000366210938,172.41000366210938,8499300
2019-09-04,176.25999450683594,176.5500030517578,173.99000549316406,174.3300018310547,174.3300018310547,7208900
2019-09-05,176.8800048828125,178.9499969482422,176.52000427246094,178.94000244140625,178.94000244140625,11154300
2019-09-06,179.00999450683594,179.22000122070312,176.2100067138672,176.69000244140625,176.69000244140625,8304000
2019-09-09,177.8800048828125,177.99000549316406,175.86000061035156,177.77999877929688,177.77999877929688,6931700
2019-09-10,176.27999877929688,176.3000030517578,172.22000122070312,174.99000549316406,174.99000549316406,9835000
2019-09-11,176.0,176.66000366210938,174.14999389648438,176.08999633789062,176.08999633789062,7039300
2019-09-12,177.88999938964844,180.5,177.0,178.24000549316406,178.24000549316406,12509400
2019-09-13,179.74000549316406,180.17999267578125,178.61000061035156,179.1699981689453,179.1699981689453,9479700
2019-09-16,177.75,179.1699981689453,175.3699951171875,177.07000732421875,177.07000732421875,10725100
2019-09-17,176.85000610351562,179.1199951171875,176.0500030517578,179.0,179.0,7481000
2019-09-18,179.14999389648438,180.1699981689453,177.5800018310547,180.0,180.0,9233300
2019-09-19,180.89999389648438,184.1300048828125,180.42999267578125,180.4600067138672,180.4600067138672,15119800
2019-09-20,182.30999755859375,183.82000732421875,178.83999633789062,182.50999450683594,182.50999450683594,24517800
2019-09-23,181.25,181.3300018310547,176.8000030517578,176.97999572753906,176.97999572753906,14047400
2019-09-24,179.1699981689453,179.49000549316406,171.3000030517578,171.5500030517578,171.5500030517578,14324600
2019-09-25,172.3000030517578,176.99000549316406,171.72000122070312,176.66000366210938,176.66000366210938,11766400
2019-09-26,177.0,178.22999572753906,174.8300018310547,175.0,175.0,9982400
2019-09-27,176.0,176.5,163.14999389648438,165.97999572753906,165.97999572753906,33287500
2019-09-30,169.88699340820312,170.1999969482422,166.4499969482422,167.22999572753906,167.22999572753906,14866800
