Date,Open,High,Low,Close,Adj Close,Volume
2019-04-09,18.229999542236328,18.229999542236328,18.059999465942383,18.082000732421875,17.383113861083984,21700
2019-04-10,18.09000015258789,18.299999237060547,18.09000015258789,18.246000289916992,17.540773391723633,15000
2019-04-11,18.190000534057617,18.190000534057617,18.020000457763672,18.030000686645508,17.3331241607666,10400
2019-04-12,18.079999923706055,18.1200008392334,18.040000915527344,18.100000381469727,17.400419235229492,23700
2019-04-15,18.1299991607666,18.14699935913086,18.0,18.010000228881836,17.31389617919922,13600
2019-04-16,18.06999969482422,18.219999313354492,18.06999969482422,18.170000076293945,17.46771240234375,15000
2019-04-17,18.299999237060547,18.31999969482422,18.219999313354492,18.219999313354492,17.515779495239258,30600
2019-04-18,18.219999313354492,18.270000457763672,18.170000076293945,18.170000076293945,17.46771240234375,11400
2019-04-22,18.059999465942383,18.170000076293945,18.059999465942383,18.15999984741211,17.458097457885742,15200
2019-04-23,18.15999984741211,18.15999984741211,18.040000915527344,18.06999969482422,17.3715763092041,34700
2019-04-24,18.18000030517578,18.200000762939453,18.05500030517578,18.059999465942383,17.361963272094727,16600
2019-04-25,17.979999542236328,18.030000686645508,17.850000381469727,18.030000686645508,17.3331241607666,22100
2019-04-26,17.93000030517578,17.93000030517578,17.75,17.790000915527344,17.102399826049805,25000
2019-04-29,17.809999465942383,17.989999771118164,17.809999465942383,17.93000030517578,17.236988067626953,16100
2019-04-30,17.860000610351562,17.95800018310547,17.860000610351562,17.910999298095703,17.218721389770508,9000
2019-05-01,17.940000534057617,18.0,17.812999725341797,17.81999969482422,17.131240844726562,23200
2019-05-02,17.790000915527344,17.850000381469727,17.649999618530273,17.709999084472656,17.02549171447754,14100
2019-05-03,17.81999969482422,18.0,17.81999969482422,17.9689998626709,17.27448081970215,21100
2019-05-06,17.540000915527344,17.825000762939453,17.540000915527344,17.809999465942383,17.121625900268555,30700
2019-05-07,17.709999084472656,17.799999237060547,17.459999084472656,17.520000457763672,16.842836380004883,21100
2019-05-08,17.549999237060547,17.694000244140625,17.549999237060547,17.607999801635742,16.927433013916016,8000
2019-05-09,17.31999969482422,17.579999923706055,17.291000366210938,17.53499984741211,16.857254028320312,40700
2019-05-10,17.6299991607666,17.809999465942383,17.440000534057617,17.760000228881836,17.073558807373047,45200
2019-05-13,17.5,17.690000534057617,17.486000061035156,17.579999923706055,16.900516510009766,20300
2019-05-14,17.600000381469727,17.739999771118164,17.579999923706055,17.579999923706055,16.900516510009766,23200
2019-05-15,17.450000762939453,17.71500015258789,17.450000762939453,17.670000076293945,16.987037658691406,11500
2019-05-16,17.780000686645508,17.97599983215332,17.780000686645508,17.90999984741211,17.21776008605957,60900
2019-05-17,17.790000915527344,17.889999389648438,17.739999771118164,17.780000686645508,17.09278678894043,26500
2019-05-20,17.549999237060547,17.584999084472656,17.469999313354492,17.530000686645508,16.852449417114258,21800
2019-05-21,17.600000381469727,17.84000015258789,17.559999465942383,17.799999237060547,17.11201286315918,10500
2019-05-22,17.780000686645508,17.860000610351562,17.735000610351562,17.7810001373291,17.093746185302734,11700
2019-05-23,17.530000686645508,17.530000686645508,17.260000228881836,17.34000015258789,16.66979217529297,21300
2019-05-24,17.479999542236328,17.690000534057617,17.479999542236328,17.65999984741211,16.97742462158203,9200
2019-05-28,17.84000015258789,17.969999313354492,17.799999237060547,17.799999237060547,17.11201286315918,17700
2019-05-29,17.729999542236328,17.729999542236328,17.540000915527344,17.61400032043457,16.93320083618164,19000
2019-05-30,17.579999923706055,17.670000076293945,17.503000259399414,17.549999237060547,16.871675491333008,12700
2019-05-31,17.489999771118164,17.489999771118164,17.31999969482422,17.3700008392334,16.698633193969727,24600
2019-06-03,17.270000457763672,17.270000457763672,16.920000076293945,17.030000686645508,16.371774673461914,50300
2019-06-04,16.979999542236328,17.139999389648438,16.934999465942383,17.139999389648438,16.477521896362305,21200
2019-06-05,17.239999771118164,17.239999771118164,17.09000015258789,17.170000076293945,16.506362915039062,23400
2019-06-06,17.180999755859375,17.209999084472656,17.100000381469727,17.16900062561035,16.505401611328125,14700
2019-06-07,17.190000534057617,17.399999618530273,17.190000534057617,17.360000610351562,16.68902015686035,13900
2019-06-10,17.510000228881836,17.677000045776367,17.510000228881836,17.56999969482422,16.89090347290039,22400
2019-06-11,17.780000686645508,17.84000015258789,17.670000076293945,17.700000762939453,17.015878677368164,20700
2019-06-12,17.6200008392334,17.700000762939453,17.56999969482422,17.590999603271484,16.911090850830078,8900
2019-06-13,17.610000610351562,17.690000534057617,17.594999313354492,17.6200008392334,16.9389705657959,22800
2019-06-14,17.600000381469727,17.649999618530273,17.520000457763672,17.551000595092773,16.872636795043945,14400
2019-06-17,17.65999984741211,17.739999771118164,17.6200008392334,17.639999389648438,16.95819664001465,12700
2019-06-18,17.709999084472656,17.8799991607666,17.639999389648438,17.809999465942383,17.121625900268555,24900
